# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar  5 02:02:54 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_age,st_ageerr1,st_ageerr2,st_agelim
Kepler-1469 b,Kepler-1469,21.86353010000,0.00012190000,-0.00012190000,0,0.1466000000,,,0,2.80000000,0.37000000,-0.26000000,0,8.25000000,,,0,2.070000,,,0,0.000000,,,0,24.9010,2.7250,-2.4180,0,551.00,,,0,5507.00,128.40,-170.81,0,0.890000,0.116000,-0.064000,0,0.920000,0.052000,-0.053000,0,-0.27390,,,0,4.4700,5.7000,-2.7500,0
Kepler-147 b,Kepler-147,12.61058400000,0.00022800000,-0.00022800000,0,0.1130000000,,,0,1.53000000,0.31000000,-0.31000000,0,2.96000000,,,0,4.540000,,,0,0.000000,,,0,224.6100,12.4870,-11.7480,0,953.00,,,0,6012.00,100.00,-100.00,0,1.468000,0.289000,-0.289000,0,1.145000,0.044000,-0.049000,0,0.42733,,,0,5.5000,1.1100,-0.9200,0
Kepler-147 c,Kepler-147,33.41642300000,0.00041600000,-0.00041600000,0,0.2160000000,,,0,2.43000000,0.49000000,-0.49000000,0,6.48000000,,,0,2.480000,,,0,0.000000,,,0,61.2870,3.4070,-3.2060,0,689.00,,,0,6012.00,100.00,-100.00,0,1.468000,0.289000,-0.289000,0,1.145000,0.044000,-0.049000,0,0.42733,,,0,5.5000,1.1100,-0.9200,0
Kepler-1470 b,Kepler-1470,16.29509030000,0.00019160000,-0.00019160000,0,0.1160000000,,,0,1.07000000,0.09000000,-0.08000000,0,1.24000000,,,0,5.560000,,,0,0.000000,,,0,23.9180,0.9120,-0.8780,0,574.00,,,0,4961.00,84.41,-94.64,0,0.760000,0.030000,-0.035000,0,0.800000,0.036000,-0.043000,0,-0.48551,,,0,4.5700,6.1000,-2.7600,0
Kepler-1471 b,Kepler-1471,3.63899398000,0.00002002000,-0.00002002000,0,0.0453000000,,,0,1.41000000,0.20000000,-0.14000000,0,2.57000000,,,0,5.040000,,,0,0.000000,,,0,314.2330,21.0840,-19.5460,0,1238.00,,,0,5660.00,86.53,-104.98,0,0.930000,0.137000,-0.068000,0,0.950000,0.047000,-0.061000,0,-0.19895,,,0,4.5700,4.7200,-2.7700,0
Kepler-1471 c,Kepler-1471,11.60448810000,0.00011300000,-0.00011300000,0,0.0981000000,,,0,1.88000000,0.28000000,-0.34000000,0,4.19000000,,,0,3.470000,,,0,0.000000,,,0,118.5000,47.6100,-43.3300,0,841.00,,,0,5533.00,83.00,-74.00,0,1.166000,0.174000,-0.212000,0,0.934000,0.063000,-0.045000,0,-0.19895,,,0,4.5700,4.7200,-2.7700,0
Kepler-1472 b,Kepler-1472,38.13128310000,0.00057550000,-0.00057550000,0,0.2322000000,,,0,1.90000000,0.76000000,-0.36000000,0,4.27000000,,,0,3.420000,,,0,0.000000,,,0,57.0790,4.1930,-3.8580,0,613.00,,,0,6159.00,92.70,-114.64,0,1.250000,0.498000,-0.178000,0,1.160000,0.161000,-0.087000,0,0.42003,,,0,3.0900,1.0100,-1.3200,0
Kepler-1473 b,Kepler-1473,14.42735510000,0.00008414000,-0.00008414000,0,0.1160600000,0.0011600000,-0.0011600000,0,1.19000000,0.09000000,-0.08000000,0,1.81000000,,,0,5.900000,,,0,0.000000,,,0,111.0110,3.7050,-3.5920,0,783.00,,,0,6046.00,77.17,-64.08,0,1.090000,0.078000,-0.059000,0,1.090000,0.037000,-0.041000,0,0.19358,0.01632,-0.01481,0,2.6300,1.4700,-1.0600,0
Kepler-1474 b,Kepler-1474,36.43334520000,0.00032180000,-0.00032180000,0,0.2108000000,,,0,2.16000000,0.44000000,-0.23000000,0,5.31000000,,,0,2.900000,,,0,0.000000,,,0,21.3920,1.9950,-1.7920,0,561.00,,,0,5870.00,115.73,-173.32,0,1.040000,0.202000,-0.106000,0,1.040000,0.065000,-0.071000,0,0.02910,,,0,3.8000,2.6400,-2.0800,0
Kepler-1475 b,Kepler-1475,82.17737400000,0.00115000000,-0.00115000000,0,0.3730000000,,,0,2.92000000,0.99000000,-0.46000000,0,8.85000000,,,0,1.950000,,,0,0.000000,,,0,13.7600,1.6700,-1.4510,0,441.00,,,0,6214.00,192.71,-203.22,0,1.280000,0.430000,-0.193000,0,1.180000,0.155000,-0.108000,0,0.25381,,,0,2.8200,1.2200,-1.0600,0
Kepler-1476 b,Kepler-1476,10.35863224000,0.00005885000,-0.00005885000,0,0.0932000000,,,0,1.67000000,0.37000000,-0.13000000,0,3.43000000,,,0,4.050000,,,0,0.000000,,,0,75.6410,6.1440,-5.6240,0,860.00,,,0,5663.00,68.09,-77.19,0,0.960000,0.203000,-0.069000,0,0.980000,0.043000,-0.046000,0,-0.24290,,,0,4.5700,4.7000,-2.8100,0
Kepler-1477 b,Kepler-1477,11.55530021000,0.00008098000,-0.00008098000,0,0.0911000000,,,0,1.18000000,0.09000000,-0.09000000,0,1.76000000,,,0,5.890000,,,0,0.000000,,,0,78.1630,2.3390,-2.2710,0,674.00,,,0,5100.00,78.06,-73.51,0,0.780000,0.040000,-0.045000,0,0.810000,0.041000,-0.043000,0,-0.19624,,,0,4.6800,5.7700,-2.7800,0
Kepler-1478 b,Kepler-1478,26.08405940000,0.00051210000,-0.00051210000,0,0.1681000000,,,0,1.73000000,0.47000000,-0.19000000,0,3.64000000,,,0,3.860000,,,0,0.000000,,,0,85.2820,10.1560,-8.8430,0,598.00,,,0,5904.00,102.51,-137.72,0,1.060000,0.279000,-0.110000,0,1.040000,0.074000,-0.067000,0,0.30415,,,0,3.9800,2.4200,-2.2000,0
Kepler-1479 b,Kepler-1479,14.53261362000,0.00004429000,-0.00004429000,0,0.1134100000,0.0010900000,-0.0010900000,0,1.83000000,0.30000000,-0.16000000,0,4.01000000,,,0,3.600000,,,0,0.000000,,,0,98.5740,3.6800,-3.5470,0,746.00,,,0,5796.00,74.44,-79.45,0,0.980000,0.156000,-0.078000,0,0.990000,0.050000,-0.060000,0,0.14528,,,0,4.2700,3.1300,-2.4800,0
Kepler-148 b,Kepler-148,1.72936600000,0.00000400000,-0.00000400000,0,0.0280000000,,,0,1.80000000,0.87000000,-0.87000000,0,3.89000000,,,0,3.670000,,,0,0.000000,,,0,609.0170,29.5660,-28.0410,0,1284.00,,,0,5272.00,200.00,-200.00,0,0.851000,0.413000,-0.413000,0,0.860000,0.038000,-0.044000,0,-0.38342,,,0,11.2000,3.7000,-3.7000,0
Kepler-148 c,Kepler-148,4.18004300000,0.00000400000,-0.00000400000,0,0.0500000000,,,0,3.60000000,1.76000000,-1.76000000,0,12.60000000,,,0,1.480000,,,0,0.000000,,,0,187.1970,9.0880,-8.6190,0,957.00,,,0,5272.00,200.00,-200.00,0,0.851000,0.413000,-0.413000,0,0.860000,0.038000,-0.044000,0,-0.38342,,,0,11.2000,3.7000,-3.7000,0
Kepler-148 d,Kepler-148,51.84688575000,0.00002570000,-0.00002570000,0,0.2607000000,,,0,8.68000000,0.52000000,-0.42000000,0,56.30000000,,,0,0.473000,,,0,0.000000,,,0,6.5320,0.3170,-0.3010,0,413.00,,,0,5172.00,52.20,-66.13,0,0.810000,0.048000,-0.038000,0,0.860000,0.038000,-0.044000,0,-0.38342,,,0,4.6800,5.9600,-2.8800,0
Kepler-1480 b,Kepler-1480,22.12679948000,0.00009372000,-0.00009372000,0,0.1525000000,,,0,1.67000000,0.11000000,-0.08000000,0,3.43000000,,,0,4.050000,,,0,0.000000,,,0,16.3170,0.6500,-0.6270,0,721.00,,,0,5156.00,61.41,-70.65,0,0.810000,0.045000,-0.033000,0,0.850000,0.036000,-0.040000,0,-0.44868,,,0,4.7900,6.2000,-2.9100,0
Kepler-1481 b,Kepler-1481,5.94220998000,0.00002335000,-0.00002335000,0,0.0590000000,,,0,1.23000000,0.08000000,-0.06000000,0,2.04000000,,,0,6.020000,,,0,0.000000,,,0,71.9400,2.2130,-2.1510,0,797.00,,,0,4908.00,52.54,-65.82,0,0.750000,0.029000,-0.031000,0,0.800000,0.032000,-0.036000,0,-0.58658,,,0,3.8900,6.1300,-2.2400,0
Kepler-1482 b,Kepler-1482,12.25383217000,0.00008407000,-0.00008407000,0,0.0996800000,0.0004900000,-0.0004900000,0,1.01000000,0.10000000,-0.11000000,0,1.01000000,,,0,5.390000,,,0,0.000000,,,0,86.4990,4.1540,-3.9450,0,678.00,,,0,5381.00,59.20,-59.31,0,0.840000,0.078000,-0.052000,0,0.880000,0.041000,-0.047000,0,-0.08288,,,0,4.4700,6.7000,-2.8000,0
Kepler-1483 b,Kepler-1483,9.50851560000,0.00010530000,-0.00010530000,0,0.0958000000,,,0,1.52000000,0.66000000,-0.30000000,0,2.92000000,,,0,4.570000,,,0,0.000000,,,0,265.0180,16.8810,-15.7330,0,1131.00,,,0,6337.00,208.71,-223.77,0,1.400000,0.604000,-0.247000,0,1.250000,0.206000,-0.139000,0,0.39403,,,0,2.4000,0.9970,-0.7350,0
Kepler-1484 b,Kepler-1484,30.45491360000,0.00035360000,-0.00035360000,0,0.1939000000,,,0,2.11000000,0.30000000,-0.22000000,0,5.10000000,,,0,2.980000,,,0,0.000000,,,0,35.9200,33.6700,-11.4100,0,624.00,,,0,5730.00,204.01,-127.90,0,0.920000,0.129000,-0.086000,0,0.940000,0.076000,-0.073000,0,0.79551,,,0,3.9800,4.0700,-2.3300,0
Kepler-1485 b,Kepler-1485,19.91577250000,0.00012840000,-0.00012840000,0,0.1473200000,0.0014000000,-0.0014000000,0,1.47000000,0.24000000,-0.14000000,0,2.76000000,,,0,4.770000,,,0,0.000000,,,0,85.1760,2.3300,-2.2630,0,728.00,,,0,6087.00,92.28,-89.44,0,1.120000,0.073000,-0.064000,0,1.110000,0.041000,-0.042000,0,0.28006,0.02252,-0.03262,0,2.5100,1.3300,-0.9490,0
Kepler-1486 b,Kepler-1486,54.64957590000,0.00098250000,-0.00098250000,0,0.2846000000,,,0,2.32000000,0.58000000,-0.29000000,0,5.99000000,,,0,2.640000,,,0,0.000000,,,0,22.3720,2.5690,-2.2500,0,538.00,,,0,5965.00,147.55,-160.68,0,1.120000,0.273000,-0.122000,0,1.080000,0.089000,-0.073000,0,0.31179,,,0,3.5500,2.0900,-1.8300,0
Kepler-1487 b,Kepler-1487,7.31946363000,0.00004683000,-0.00004683000,0,0.0898000000,,,0,2.13000000,0.85000000,-0.45000000,0,5.18000000,,,0,2.950000,,,0,0.000000,,,0,323.2940,13.0790,-12.5500,0,1682.00,,,0,6541.00,230.55,-190.33,0,1.630000,0.647000,-0.324000,0,1.380000,0.208000,-0.160000,0,0.55664,,,0,1.9500,0.7050,-0.4740,0
Kepler-1487 c,Kepler-1487,35.80071120000,0.00037130000,-0.00037130000,0,0.2588000000,,,0,7.97000000,1.39000000,-2.77000000,0,48.70000000,,,0,0.529000,,,0,0.000000,,,0,227.6800,105.3200,-135.9500,0,991.00,,,0,5745.00,86.00,-77.00,0,3.955000,0.688000,-1.376000,0,1.801000,0.193000,-0.359000,0,0.55664,,,0,1.9500,0.7050,-0.4740,0
Kepler-1488 b,Kepler-1488,39.81899320000,0.00029070000,-0.00029070000,0,0.2415300000,0.0015100000,-0.0015100000,0,1.86000000,0.42000000,-0.37000000,0,4.12000000,,,0,3.520000,,,0,0.000000,,,0,73.3350,2.4900,-2.4050,0,650.00,,,0,5820.00,71.05,-62.23,0,1.310000,0.294000,-0.255000,0,1.050000,0.068000,-0.050000,0,0.58748,0.01918,-0.01525,0,6.9200,1.3000,-2.3600,0
Kepler-1488 c,Kepler-1488,6.15826988200,,,0,0.0695900000,0.0004400000,-0.0004400000,0,1.65156749,,,0,3.37000000,,,0,4.110000,,,0,0.000000,,,0,760.6000,52.6000,-52.6000,0,1212.00,,,0,5710.00,114.00,-91.00,0,1.524000,0.244000,-0.336000,0,1.003000,0.096000,-0.087000,0,0.58748,0.01918,-0.01525,0,5.7500,0.4100,-0.3800,0
Kepler-1489 b,Kepler-1489,82.29475100000,0.00179900000,-0.00179900000,0,0.3679000000,,,0,1.77000000,0.23000000,-0.18000000,0,3.78000000,,,0,3.750000,,,0,0.000000,,,0,11.8930,0.7450,-0.6940,0,400.00,,,0,5655.00,76.91,-64.04,0,0.900000,0.106000,-0.073000,0,0.930000,0.048000,-0.061000,0,0.19764,,,0,4.0700,4.9400,-2.4300,0
Kepler-1489 c,Kepler-1489,0.68074100000,0.00000400000,-0.00000400000,0,,,,,0.51000000,0.08000000,-0.08000000,0,0.08700000,,,0,3.600000,,,0,,,,,,,,,,,,,5565.53,,,0,0.957000,0.132000,-0.066000,0,0.977000,0.050000,-0.062000,0,0.19764,,,0,4.0700,4.9400,-2.4300,0
Kepler-149 b,Kepler-149,29.19894300000,0.00004100000,-0.00004100000,0,0.1840000000,,,0,4.21000000,0.60000000,-0.60000000,0,16.50000000,,,0,1.220000,,,0,0.000000,,,0,23.6400,0.7420,-0.7170,0,540.00,,,0,5381.00,100.00,-100.00,0,0.953000,0.136000,-0.136000,0,1.013000,0.031000,-0.033000,0,-0.11929,,,0,14.0000,2.0000,-2.0000,0
Kepler-149 c,Kepler-149,55.32832800000,0.00194600000,-0.00194600000,0,0.2810000000,,,0,1.61000000,0.24000000,-0.24000000,0,3.22000000,,,0,4.240000,,,0,0.000000,,,0,10.0840,0.3160,-0.3060,0,436.00,,,0,5381.00,100.00,-100.00,0,0.953000,0.136000,-0.136000,0,1.013000,0.031000,-0.033000,0,-0.11929,,,0,14.0000,2.0000,-2.0000,0
Kepler-149 d,Kepler-149,160.01803200000,0.00109600000,-0.00109600000,0,0.5710000000,,,0,3.96000000,0.68000000,-0.68000000,0,14.90000000,,,0,1.320000,,,0,0.000000,,,0,2.4460,0.0770,-0.0740,0,306.00,,,0,5381.00,100.00,-100.00,0,0.953000,0.136000,-0.136000,0,1.013000,0.031000,-0.033000,0,-0.11929,,,0,14.0000,2.0000,-2.0000,0
Kepler-1490 b,Kepler-1490,92.43629730000,0.00090420000,-0.00090420000,0,0.3729000000,,,0,3.04000000,0.37000000,-0.63000000,0,9.48000000,,,0,1.850000,,,0,0.000000,,,0,3.7880,0.2430,-0.2270,0,348.00,,,0,5515.00,193.53,-190.47,0,0.870000,0.107000,-0.071000,0,0.900000,0.065000,-0.057000,0,-0.31879,,,0,4.5700,5.0900,-2.8800,0
Kepler-1491 b,Kepler-1491,16.58617620000,0.00022140000,-0.00022140000,0,0.1270000000,,,0,1.51000000,0.35000000,-0.14000000,0,2.89000000,,,0,4.610000,,,0,0.000000,,,0,138.1080,18.4910,-15.8580,0,821.00,,,0,5728.00,84.52,-115.34,0,0.990000,0.219000,-0.083000,0,1.000000,0.049000,-0.051000,0,0.35471,,,0,4.5700,3.7100,-2.7600,0
Kepler-1491 c,Kepler-1491,61.56976500000,0.00180400000,-0.00180400000,0,0.3045000000,,,0,2.44000000,0.39000000,-0.53000000,0,6.53000000,,,0,2.470000,,,0,0.000000,,,0,18.6600,7.8700,-7.7700,0,530.00,,,0,5626.00,77.00,-77.00,0,1.389000,0.223000,-0.298000,0,0.991000,0.079000,-0.065000,0,0.35471,,,0,4.5700,3.7100,-2.7600,0
Kepler-1492 b,Kepler-1492,16.75255007000,0.00006460000,-0.00006460000,0,0.1262000000,,,0,1.49000000,0.28000000,-0.16000000,0,2.83000000,,,0,4.700000,,,0,0.000000,,,0,11.5230,0.2760,-0.2700,0,801.00,,,0,4712.00,54.27,-72.63,0,0.720000,0.023000,-0.030000,0,0.770000,0.029000,-0.040000,0,-0.75433,,,0,2.8200,5.8300,-1.3200,0
Kepler-1493 b,Kepler-1493,15.02179830000,0.00010750000,-0.00010750000,0,0.1197000000,,,0,1.41000000,0.27000000,-0.23000000,0,2.57000000,,,0,5.040000,,,0,0.000000,,,0,137.9100,61.3700,-59.2300,0,874.00,,,0,5863.00,78.69,-82.85,0,1.290000,0.241000,-0.203000,0,1.060000,0.059000,-0.053000,0,0.24900,,,0,6.4600,1.4000,-1.8400,0
Kepler-1494 b,Kepler-1494,91.08048200000,0.00176900000,-0.00176900000,0,0.3982000000,,,0,3.07000000,0.46000000,-0.57000000,0,9.64000000,,,0,1.830000,,,0,0.000000,,,0,9.1130,0.6190,-0.5750,0,415.00,,,0,5659.00,86.94,-107.31,0,0.940000,0.133000,-0.073000,0,0.960000,0.048000,-0.055000,0,0.07901,,,0,4.3700,4.2600,-2.6700,0
Kepler-1495 b,Kepler-1495,85.27325600000,0.00195400000,-0.00195400000,0,0.3677000000,,,0,2.94000000,0.72000000,-0.32000000,0,8.96000000,,,0,1.940000,,,0,0.000000,,,0,9.1000,7.6000,-3.7500,0,443.00,,,0,5831.00,90.97,-139.38,0,1.040000,0.252000,-0.100000,0,1.030000,0.057000,-0.057000,0,0.05230,,,0,4.1700,2.8300,-2.4400,0
Kepler-1496 b,Kepler-1496,64.65880170000,0.00078000000,-0.00078000000,0,0.3211000000,,,0,2.22000000,0.91000000,-0.36000000,0,5.56000000,,,0,2.790000,,,0,0.000000,,,0,18.3830,1.0500,-0.9890,0,535.00,,,0,6182.00,140.35,-206.60,0,1.270000,0.517000,-0.202000,0,1.180000,0.175000,-0.112000,0,0.30410,,,0,2.9500,1.2900,-1.1900,0
Kepler-1497 b,Kepler-1497,8.74199772000,0.00008621000,-0.00008621000,0,0.0817000000,,,0,1.66000000,0.29000000,-0.16000000,0,3.39000000,,,0,4.070000,,,0,0.000000,,,0,172.3800,71.7200,-55.8900,0,924.00,,,0,5675.00,159.75,-169.00,0,0.950000,0.157000,-0.081000,0,0.960000,0.071000,-0.061000,0,-0.07340,,,0,4.2700,4.0900,-2.6200,0
Kepler-1498 b,Kepler-1498,48.05140500000,0.00093310000,-0.00093310000,0,0.2528000000,,,0,1.33000000,0.11000000,-0.09000000,0,2.33000000,,,0,5.440000,,,0,0.000000,,,0,9.8600,11.6800,-2.8400,0,564.00,,,0,5256.00,60.36,-58.16,0,0.810000,0.051000,-0.041000,0,0.860000,0.038000,-0.042000,0,-0.16563,0.08711,-0.10909,0,4.1700,6.2800,-2.4400,0
Kepler-1499 b,Kepler-1499,44.20080000000,0.00065530000,-0.00065530000,0,0.2322500000,0.0016900000,-0.0016900000,0,1.19000000,0.25000000,-0.14000000,0,1.81000000,,,0,5.900000,,,0,0.000000,,,0,7.3710,0.1450,-0.1420,0,409.00,,,0,5097.00,77.02,-92.24,0,0.780000,0.039000,-0.040000,0,0.820000,0.038000,-0.043000,0,-0.46443,0.01773,-0.01240,0,4.6800,6.0000,-2.8400,0
Kepler-15 b,Kepler-15,4.94278200000,0.00000130000,-0.00000130000,0,0.0571400000,0.0008600000,-0.0009300000,0,10.76000000,0.67000000,-0.78000000,0,209.76000000,25.43000000,-28.60000000,0,0.930000,0.180000,-0.220000,0,0.060000,,,0,430.6770,17.3750,-16.6810,0,1251.00,27.00,-27.00,0,5515.00,122.00,-130.00,0,0.992000,0.058000,-0.070000,0,1.018000,0.044000,-0.052000,0,-0.08700,0.07800,-0.08800,0,3.7000,1.5000,-3.6000,0
Kepler-150 b,Kepler-150,3.42805400000,0.00002600000,-0.00002600000,0,0.0440000000,,,0,1.25000000,0.19000000,-0.19000000,0,2.10000000,,,0,5.910000,,,0,0.000000,,,0,367.2620,17.8870,-16.9760,0,1131.00,,,0,5560.00,100.00,-100.00,0,0.939000,0.136000,-0.136000,0,0.956000,0.018000,-0.021000,0,-0.16141,,,0,1.7400,1.5700,-1.0300,0
Kepler-150 c,Kepler-150,7.38199800000,0.00001000000,-0.00001000000,0,0.0730000000,,,0,3.69000000,0.59000000,-0.59000000,0,13.20000000,,,0,1.440000,,,0,0.000000,,,0,132.0910,6.4330,-6.1060,0,876.00,,,0,5560.00,100.00,-100.00,0,0.939000,0.136000,-0.136000,0,0.956000,0.018000,-0.021000,0,-0.16141,,,0,1.7400,1.5700,-1.0300,0
Kepler-150 d,Kepler-150,12.56093000000,0.00003600000,-0.00003600000,0,0.1040000000,,,0,2.79000000,0.41000000,-0.41000000,0,8.20000000,,,0,2.070000,,,0,0.000000,,,0,65.1420,3.1730,-3.0110,0,734.00,,,0,5560.00,100.00,-100.00,0,0.939000,0.136000,-0.136000,0,0.956000,0.018000,-0.021000,0,-0.16141,,,0,1.7400,1.5700,-1.0300,0
Kepler-150 e,Kepler-150,30.82655700000,0.00019900000,-0.00019900000,0,0.1890000000,,,0,3.12000000,0.55000000,-0.55000000,0,9.91000000,,,0,1.790000,,,0,0.000000,,,0,19.6710,0.9580,-0.9090,0,544.00,,,0,5560.00,100.00,-100.00,0,0.939000,0.136000,-0.136000,0,0.956000,0.018000,-0.021000,0,-0.16141,,,0,1.7400,1.5700,-1.0300,0
Kepler-150 f,Kepler-150,637.20930000000,0.01690000000,-0.01540000000,0,1.2400000000,0.2900000000,-0.4500000000,0,3.64000000,0.52000000,-0.39000000,0,12.90000000,,,0,1.470000,,,0,,,,,,,,,,,,,5528.00,122.00,-122.00,0,0.905339,,,0,0.970000,,,0,-0.16141,,,0,1.7400,1.5700,-1.0300,0
Kepler-1500 b,Kepler-1500,15.03301050000,0.00016120000,-0.00016120000,0,0.1236000000,,,0,1.20000000,0.22000000,-0.15000000,0,1.87000000,,,0,5.950000,,,0,0.000000,,,0,131.8180,8.3820,-7.8010,0,928.00,,,0,5845.00,122.09,-140.57,0,1.000000,0.177000,-0.104000,0,1.000000,0.067000,-0.068000,0,0.27456,,,0,4.0700,2.9700,-2.3000,0
Kepler-1501 b,Kepler-1501,14.55645330000,0.00011210000,-0.00011210000,0,0.1159200000,0.0012200000,-0.0012200000,0,1.56000000,0.68000000,-0.25000000,0,3.05000000,,,0,4.410000,,,0,0.000000,,,0,100.0010,2.5390,-2.4720,0,787.00,,,0,6229.00,111.62,-123.73,0,1.300000,0.539000,-0.181000,0,1.200000,0.173000,-0.093000,0,0.20231,,,0,2.7500,0.9190,-1.0200,0
Kepler-1502 b,Kepler-1502,41.70836290000,0.00034850000,-0.00034850000,0,0.2482000000,,,0,3.18000000,1.12000000,-0.64000000,0,10.20000000,,,0,1.740000,,,0,0.000000,,,0,77.3240,5.4070,-4.9930,0,608.00,,,0,6666.00,321.18,-272.08,0,1.720000,0.608000,-0.332000,0,1.440000,0.231000,-0.175000,0,0.74202,,,0,1.7000,0.7400,-0.4010,0
Kepler-1503 b,Kepler-1503,96.16987000000,0.00118000000,-0.00118000000,0,0.3771000000,,,0,2.27000000,0.19000000,-0.23000000,0,5.77000000,,,0,2.710000,,,0,0.000000,,,0,5.6360,0.5990,-0.5300,0,321.00,,,0,5069.00,95.03,-73.98,0,0.740000,0.049000,-0.071000,0,0.770000,0.049000,-0.066000,0,-0.14398,,,0,5.1300,5.8600,-3.2600,0
Kepler-1504 b,Kepler-1504,82.30400300000,0.00159300000,-0.00159300000,0,0.3704000000,,,0,2.13000000,0.23000000,-0.19000000,0,5.18000000,,,0,2.950000,,,0,0.000000,,,0,25.1700,4.4430,-3.6000,0,485.00,,,0,5393.00,102.27,-78.86,0,0.810000,0.078000,-0.066000,0,0.850000,0.055000,-0.063000,0,0.46829,,,0,4.4700,6.0500,-2.8400,0
