pl_name,hostname,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,st_teff,st_lum,st_rad,st_mass,st_age
Kepler-1593 b,Kepler-1593,3.17,10.2,1.76,0.0,260.0,0.889,174.509835,0.55494,4995.0,-0.652,0.77,0.81,3.63
Kepler-1594 b,Kepler-1594,1.06,1.2,5.54,0.0,1360.0,672.414,2.71603809,0.0396,5946.0,-0.00032,1.08,1.06,3.89
Kepler-1595 b,Kepler-1595,1.23,2.04,6.02,0.0,980.0,185.568,4.56380468,0.051,5203.0,-0.36327,0.8,0.84,4.68
Kepler-1596 b,Kepler-1596,1.9,4.27,3.42,0.0,471.0,33.378,66.373379,0.3237,5706.0,0.43061,0.92,0.95,3.89
Kepler-1597 b,Kepler-1597,1.06,1.2,5.54,0.0,1497.0,1431.311,2.94654179,0.04136,6377.0,0.43429,1.39,1.25,2.4
Kepler-1598 b,Kepler-1598,0.95,0.809,5.18,0.0,1236.0,308.46,4.34195123,0.05207,5940.0,-0.03931,1.09,1.07,3.8
Kepler-1599 b,Kepler-1599,1.62,3.26,4.21,0.0,407.0,8.196,122.363553,0.4823,5767.0,0.24119,0.99,0.99,4.27
Kepler-16 b,Kepler-16,8.4493,105.833,0.964,0.0069,,,228.776,0.7048,4450.0,-0.90301,0.6489,0.6897,3.8
Kepler-160 b,Kepler-160,1.715,3.59,3.91,0.0,1134.0,396.619,4.309397,0.05511,5471.0,0.00432,1.118,1.003,6.03
Kepler-160 c,Kepler-160,3.76,13.6,1.41,0.0,771.0,84.848,13.699429,0.1192,5471.0,0.00432,1.118,1.003,6.03
Kepler-160 d,Kepler-160,,100.0,,,,,30.0,0.17,5471.0,0.00432,1.118,1.003,6.03
Kepler-1600 b,Kepler-1600,3.13,9.96,1.78,0.0,209.0,0.4,386.370548,0.98141,5214.0,-0.33945,0.82,0.86,4.68
Kepler-1600 c,Kepler-1600,1.94206512,4.43,3.32,0.0,786.0,84.7,7.298049927,0.06961,5119.0,-0.33945,0.834,0.818,6.92
Kepler-1601 b,Kepler-1601,0.82,0.477,4.75,0.0,1507.0,999.752,2.20921951,0.03281,5869.0,0.08501,1.07,1.04,4.27
Kepler-1602 b,Kepler-1602,1.34,2.36,5.39,0.0,1159.0,124.507,11.17931605,0.09744,6296.0,0.20142,1.36,1.22,2.51
Kepler-1603 b,Kepler-1603,1.29,2.21,5.66,0.0,1522.0,1269.46,2.27163926,0.0351,6241.0,0.7055,1.31,1.21,2.82
Kepler-1604 b,Kepler-1604,1.41,2.57,5.04,0.0,2023.0,1391.4,0.683684256,0.01406,4976.0,-0.52707,0.76,0.81,4.17
Kepler-1605 b,Kepler-1605,1.08,1.28,5.58,0.0,528.0,16.734,85.7565495,0.36567,5280.0,0.42869,0.82,0.86,4.68
Kepler-1606 b,Kepler-1606,2.07,4.94,3.06,0.0,324.0,1.29,196.435224,0.6421,5422.0,-0.171,0.86,0.9,4.27
Kepler-1607 b,Kepler-1607,0.92,0.721,5.09,0.0,913.0,449.632,13.6473676,0.11978,6116.0,0.70881,1.21,1.14,3.16
Kepler-1608 b,Kepler-1608,1.73,3.64,3.86,0.0,612.0,33.22,16.4735686,0.1126,4992.0,-0.537,0.72,0.75,5.13
Kepler-1609 b,Kepler-1609,2.22,5.56,2.79,0.0,429.0,12.975,114.34219,0.4679,6132.0,0.48383,1.27,1.18,3.02
Kepler-161 b,Kepler-161,2.12,2.63,0.45,0.0,868.0,123.4,4.921355,0.054,5078.0,-0.44679,0.806,0.853,0.91
Kepler-161 c,Kepler-161,2.05,3.61,1.31,0.0,769.0,76.201,7.06424,0.068,5078.0,-0.44679,0.806,0.853,0.91
Kepler-1610 b,Kepler-1610,1.61,3.22,4.24,0.0,750.0,56.212,8.70181574,0.0777,5383.0,-0.48291,0.87,0.91,4.68
Kepler-1610 c,Kepler-1610,2.09,5.02,3.02,0.0,433.0,8.34,44.9851885,0.2323,5295.0,-0.48291,0.8,0.825,4.68
Kepler-1611 b,Kepler-1611,0.81,0.457,4.73,0.0,1243.0,146.22,5.1762429,0.0586,5605.0,-0.113,0.93,0.94,5.01
Kepler-1612 b,Kepler-1612,1.03,1.08,5.43,0.0,1030.0,269.248,3.91795101,0.0482,5643.0,-0.18821,0.94,0.96,4.57
Kepler-1613 b,Kepler-1613,2.08,4.98,3.04,0.0,1926.0,6797.623,1.5184299,0.02755,6005.0,0.63777,1.12,1.08,3.55
Kepler-1614 b,Kepler-1614,1.49,2.83,4.7,0.0,981.0,276.373,3.9466141,0.0471,5121.0,-0.27096,0.76,0.79,5.5
Kepler-1615 b,Kepler-1615,2.06,4.9,3.08,0.0,658.0,31.171,47.3126192,0.2788,5865.0,0.38923,1.05,1.04,3.89
Kepler-1616 b,Kepler-1616,1.02,1.04,5.39,0.0,1337.0,724.861,6.76284377,0.07318,6266.0,0.63778,1.34,1.21,2.75
Kepler-1617 b,Kepler-1617,1.2,1.87,5.95,0.0,736.0,64.689,27.4785572,0.17707,6167.0,0.34078,1.22,1.15,3.02
Kepler-1618 b,Kepler-1618,1.26,2.13,5.85,0.0,1267.0,903.908,6.10826019,0.07109,6620.0,0.69003,1.65,1.41,1.78
Kepler-1619 b,Kepler-1619,0.76,0.363,4.54,0.0,797.0,74.635,23.6225913,0.15413,5852.0,0.32575,1.0,1.0,4.27
Kepler-162 b,Kepler-162,1.26,2.13,5.85,0.0,961.0,305.946,6.919798,0.069,5816.0,0.1554,0.958,1.053,4.57
Kepler-162 c,Kepler-162,3.03,9.43,1.86,0.0,681.0,77.052,19.446355,0.137,5816.0,0.1554,0.958,1.053,4.57
Kepler-1620 b,Kepler-1620,1.61,3.22,4.24,0.0,428.0,7.92,101.951829,0.4322,6157.0,0.293,1.23,1.15,3.02
Kepler-1621 b,Kepler-1621,2.16,5.31,2.9,0.0,469.0,14.055,92.263714,0.4204,6158.0,0.47822,1.24,1.15,2.69
Kepler-1622 b,Kepler-1622,1.47,2.76,4.77,0.0,922.0,236.005,10.8118737,0.10136,6436.0,0.37304,1.5,1.31,2.19
Kepler-1623 b,Kepler-1623,1.31,2.27,5.55,0.0,1000.0,243.08,4.36128348,0.0518,5772.0,-0.17154,1.0,1.0,4.27
Kepler-1624 b,Kepler-1624,5.7,27.6,0.819,0.0,540.0,6.01,3.290304518,0.0327,3636.0,-1.32262,0.47,0.5,4.47
Kepler-1625 b,Kepler-1625,6.06,30.6,0.756,0.0,350.0,3.3,287.378949,0.87762,5677.0,0.43696,0.94,0.96,4.37
Kepler-1626 b,Kepler-1626,2.02,4.74,3.16,0.0,1352.0,1328.654,4.13962966,0.0537,6826.0,0.61079,1.85,1.51,1.55
Kepler-1627 b,Kepler-1627,3.69,13.2,1.44,0.0,794.0,143.12,7.20283653,0.0643,5445.0,-0.30321,0.84,0.87,4.68
Kepler-1628 b,Kepler-1628,6.43,33.8,0.699,0.0,240.0,0.79,76.378033,0.2952,3724.0,-1.33,0.52,0.55,5.13
Kepler-1629 b,Kepler-1629,0.77,0.381,4.59,0.0,1081.0,315.457,3.87595807,0.0485,5776.0,-0.13437,1.01,1.01,4.27
Kepler-163 b,Kepler-163,1.05,1.16,5.51,0.0,906.0,115.612,7.810937,0.078,5776.0,-0.13799,0.917,0.882,4.27
Kepler-163 c,Kepler-163,2.26,5.73,2.73,0.0,648.0,30.238,21.347262,0.152,5776.0,-0.13799,0.917,0.882,4.27
Kepler-1630 b,Kepler-1630,2.19,5.43,2.84,0.0,182.0,0.26,509.997402,1.1218,4736.0,-0.6464,0.63,0.66,5.01
Kepler-1631 b,Kepler-1631,1.35,2.39,5.34,0.0,1122.0,446.918,4.09513932,0.0511,5679.0,0.00722,0.95,0.97,4.17
Kepler-1632 b,Kepler-1632,2.47,6.66,2.43,0.0,369.0,6.062,448.303558,0.6762,6137.0,0.40631,1.19,1.12,3.09
Kepler-1633 b,Kepler-1633,1.58,3.12,4.35,0.0,925.0,26.258,186.404271,0.3875,6256.0,0.64606,1.32,1.2,2.82
Kepler-1634 b,Kepler-1634,3.19,10.3,1.74,0.0,282.0,0.544,374.876239,1.0525,5474.0,-0.26507,0.89,0.92,4.47
Kepler-1635 b,Kepler-1635,3.64,12.9,1.47,0.0,200.0,0.4,469.63111,1.12664,5347.0,-0.27981,0.85,0.89,4.9
Kepler-1636 b,Kepler-1636,3.23,10.5,1.71,0.0,248.0,1.217,425.47785,1.12191,5797.0,0.23674,1.02,1.01,3.98
Kepler-1637 b,Kepler-1637,0.89,0.64,4.99,0.0,1093.0,337.78,6.10960324,0.0596,5789.0,0.0229,1.02,1.02,4.17
Kepler-1638 b,Kepler-1638,1.87,4.16,3.5,0.0,304.0,2.76,259.33683,0.745,5710.0,-0.114,0.95,0.97,4.37
Kepler-1639 b,Kepler-1639,2.58,7.18,2.3,0.0,1003.0,187.848,9.878482,0.0932,6150.0,0.14514,1.18,1.12,3.16
Kepler-164 b,Kepler-164,1.41,2.57,5.04,0.0,1141.0,370.922,5.03503,0.058,5888.0,0.11291,1.148,1.036,0.62
Kepler-164 c,Kepler-164,2.73,7.9,2.13,0.0,881.0,131.487,10.945723,0.097,5888.0,0.11291,1.148,1.036,0.62
Kepler-164 d,Kepler-164,2.45,6.57,2.45,0.0,637.0,35.89,28.986769,0.187,5888.0,0.11291,1.148,1.036,0.62
Kepler-164 e,Kepler-164,4.24,16.7,1.2,0.0,429.0,7.99,94.886902,0.4025,5888.0,0.11291,1.097,0.966,0.62
Kepler-1640 b,Kepler-1640,4.82,20.7,1.02,0.0,1228.0,537.4,7.5844126,0.0836,6324.0,0.47,1.43,1.27,2.4
Kepler-1641 b,Kepler-1641,3.11,9.85,1.8,0.0,908.0,82.828,19.672266,0.1473,6152.0,0.13083,1.19,1.12,3.02
Kepler-1641 c,Kepler-1641,2.95,9.01,1.93,0.0,767.0,42.145,32.657212,0.2065,6152.0,0.13083,1.19,1.12,3.02
Kepler-1642 b,Kepler-1642,3.2,10.3,1.73,0.0,895.0,39.915,12.2057513,0.1016,5355.0,-0.40452,0.84,0.88,4.47
Kepler-1642 c,Kepler-1642,2.66,7.56,2.21,0.0,1095.0,89.632,6.6513802,0.0678,5355.0,-0.40452,0.84,0.88,4.47
Kepler-1643 b,Kepler-1643,2.32,5.99,2.64,0.0,799.0,137.753,5.342657,0.0531,4916.0,-0.47156,0.855,0.845,0.046
Kepler-1644 b,Kepler-1644,1.88,4.19,3.47,0.0,606.0,31.86,21.0907758,0.142,5499.0,-0.215,0.86,0.89,4.27
Kepler-1645 b,Kepler-1645,1.78,3.82,3.72,0.0,754.0,138.538,16.1779561,0.1285,5812.0,0.33586,1.02,1.02,4.17
Kepler-1646 b,Kepler-1646,1.23,2.04,6.02,0.0,365.0,4.2,4.48558383,0.0295,3299.0,-1.77984,0.26,0.24,4.68
Kepler-1647 b,Kepler-1647,11.8739,483.0,1.59,0.0581,,,1107.5923,2.7205,6210.0,0.64425,1.7903,1.2207,4.4
Kepler-1649 b,Kepler-1649,1.017,1.03,5.38,0.0,307.0,2.208,8.689099,0.0514,3240.0,-2.28735,0.2317,0.1977,
Kepler-1649 c,Kepler-1649,1.06,1.2,5.54,0.0,234.0,0.75,19.53527,0.0649,3240.0,-2.28735,0.2317,0.1977,
Kepler-165 b,Kepler-165,2.32,5.99,2.64,0.0,716.0,59.799,8.180848,0.072,5211.0,-0.4723,0.77,0.746,10.5
Kepler-165 c,Kepler-165,2.23,5.6,2.77,0.0,581.0,25.931,15.31299,0.11,5211.0,-0.4723,0.77,0.746,10.5
Kepler-1650 b,Kepler-1650,0.96,0.84,5.22,0.01,602.0,54.562,1.53818001,0.0167,3410.0,-1.871,0.334,0.326,3.82
Kepler-1651 b,Kepler-1651,1.84,4.04,3.56,0.13,393.0,5.65,9.87863917,0.0692,3713.0,-1.368,0.503,0.522,
Kepler-1652 b,Kepler-1652,1.6,3.19,4.28,0.0,268.0,0.81,38.09722,0.1654,3638.0,-1.638,0.382,0.404,3.2
Kepler-1653 b,Kepler-1653,2.17,5.35,2.88,0.0,284.0,0.98,140.2524,0.4706,4807.0,-0.636,0.693,0.719,7.7
Kepler-1654 b,Kepler-1654,9.180171,158.915,1.2,0.26,206.0,0.3,1047.8356,2.026,5597.0,0.08991,1.179,1.011,5.0
Kepler-1655 b,Kepler-1655,2.213,5.4,2.72,0.19,938.0,129.1,11.8728787,0.1029,6148.0,0.14315,1.03,1.03,2.56
Kepler-1656 b,Kepler-1656,4.574,47.8,2.13,0.838,651.0,24.6,31.562,0.1974,5569.0,0.02083,1.1,1.03,6.31
Kepler-1656 c,Kepler-1656,14.0,126.4,0.253,0.527,,,1919.0,3.053,5569.0,0.02083,1.1,1.03,6.31
Kepler-166 b,Kepler-166,2.27,5.77,2.71,0.0,772.0,77.543,7.650254,0.072,5413.0,-0.38508,0.742,0.811,5.01
Kepler-166 c,Kepler-166,2.38,6.26,2.55,0.0,468.0,10.507,34.260281,0.195,5413.0,-0.38508,0.742,0.811,5.01
Kepler-166 d,Kepler-166,1.73,3.64,3.86,0.0,1313.0,651.409,1.554003928,0.02449,5350.0,-0.38508,0.83,0.88,4.47
Kepler-1660 AB b,Kepler-1660 A,12.9,1586.59940774,4.06,0.05541,,,239.5044,0.8,6305.24,0.66823,1.491,1.1366,
Kepler-1661 b,Kepler-1661,3.87,17.0,1.6,0.057,243.0,0.88,175.06,0.633,5100.0,-0.51299,0.762,0.841,2.0
Kepler-1663 b,Kepler-1663,3.30395896,10.9,1.66,0.0,362.0,4.07,17.6046,0.1072,3844.0,-1.10944,0.62859,0.610816,0.0
Kepler-1664 b,Kepler-1664,3.03320653,9.45,1.86,0.0,776.0,85.46,14.3868,0.1137,5735.81,0.0501,1.072,0.944,8.2
Kepler-1665 b,Kepler-1665,2.83910787,8.44,2.03,0.0,906.0,40.4,11.9548,0.096,5049.84,-0.45048,0.777785,0.842,13.9
Kepler-1666 b,Kepler-1666,2.88273782,8.66,1.99,0.0,672.0,48.23,25.8476,0.1761,6293.0,0.26839,1.14586,1.23,0.41
Kepler-1666 c,Kepler-1666,3.23564749,10.5,1.7,0.0,578.0,26.34,40.7157,0.2383,6293.0,0.26839,1.14586,1.23,0.41
Kepler-1667 b,Kepler-1667,2.98385261,9.19,1.9,0.0,655.0,9.3,83.5781,0.35905,5941.54,0.12316,1.08751,1.09,4.7
Kepler-1668 b,Kepler-1668,4.34764405,17.4,1.16,0.0,721.0,63.79,15.434,0.124,5542.0,-0.05567,1.01738,0.98,
Kepler-1669 b,Kepler-1669,2.78043818,8.15,2.08,0.0,530.0,18.66,9.51216,0.0745,4303.0,-0.80265,0.714145,0.67,13.9
Kepler-1669 c,Kepler-1669,1.90120972,4.27,3.41,0.0,958.0,199.28,1.609320045,0.0228,4224.0,-0.80265,0.603,0.609,13.9
Kepler-1669 d,Kepler-1669,1.22,1.98,5.99,0.0,669.0,47.3,4.72941177,0.0468,4224.0,-0.80265,0.603,0.609,13.9
Kepler-167 b,Kepler-167,1.718,3.6,3.9,0.0,918.0,122.502,4.3931539,0.04825,4884.0,-0.5391,0.749,0.777,7.1
Kepler-167 c,Kepler-167,1.674,3.44,4.03,0.0,771.0,61.175,7.406106,0.0684,4884.0,-0.5391,0.749,0.777,7.1
Kepler-167 d,Kepler-167,1.238,2.06,5.97,0.0,538.0,14.489,21.80379,0.1404,4884.0,-0.5391,0.749,0.777,7.1
Kepler-167 e,Kepler-167,10.16,321.00669107,1.68,0.29,134.4,0.1,1071.23205,1.883,4884.0,-0.5391,0.749,0.777,7.1
Kepler-1670 b,Kepler-1670,3.3564801,11.2,1.63,0.0,731.0,67.67,20.4998,0.1528,5838.0,0.3828,1.51889,1.05,0.3
Kepler-1671 b,Kepler-1671,1.32557381,2.32,5.47,0.0,962.0,205.0,4.16787,0.04946,5135.55,-0.26621,0.929771,0.866,2.24
Kepler-1672 b,Kepler-1672,2.97022762,9.11,1.91,0.0,423.0,4.4,150.878,0.55374,6131.95,0.17867,1.08841,1.16,4.19
Kepler-1673 b,Kepler-1673,2.9355194,8.93,1.94,0.0,611.0,30.5,33.7888,0.21363,6014.95,0.17906,1.13166,1.11,1.62
Kepler-1674 b,Kepler-1674,3.2057749,10.4,1.73,0.0,417.0,7.13,62.5611,0.3017,5473.91,-0.20584,0.877273,0.96,0.5
Kepler-1675 b,Kepler-1675,3.12483349,9.93,1.79,0.0,465.0,11.8,63.0382,0.32185,5853.19,0.12938,1.12865,1.06,1.7
Kepler-1676 b,Kepler-1676,3.3769596,11.3,1.61,0.0,782.0,33.45,29.9221,0.1954,5878.3,0.0835,1.06066,1.07,0.3
Kepler-1677 b,Kepler-1677,2.70216183,7.76,2.16,0.0,712.0,59.4,22.064,0.1599,6013.72,0.2648,1.24959,1.11,2.29
Kepler-1678 b,Kepler-1678,3.30422249,10.9,1.66,0.0,329.0,2.78,147.974,0.5302,5754.0,-0.16208,0.834976,1.03,0.3
Kepler-1679 b,Kepler-1679,2.0692036,4.93,3.06,0.0,813.0,103.3,9.75376,0.0892,5501.0,-0.20132,0.873196,0.96,0.4
Kepler-168 b,Kepler-168,1.46,2.73,4.82,0.0,1240.0,725.064,4.425391,0.056,6282.0,0.36071,1.107,1.113,2.29
Kepler-168 c,Kepler-168,2.69,7.7,2.17,0.0,862.0,169.002,13.193242,0.116,6282.0,0.36071,1.107,1.113,2.29
Kepler-1680 b,Kepler-1680,1.35954736,2.42,5.29,0.0,771.0,49.0,8.77424,0.07642,5021.0,-0.52356,0.723259,0.834,13.8
Kepler-1681 b,Kepler-1681,2.55321772,7.05,2.33,0.0,442.0,5.33,69.8956,0.32,5756.4,-0.2933,0.759,0.893,3.3
Kepler-1682 b,Kepler-1682,2.88940836,8.7,1.98,0.0,694.0,54.74,14.8334,0.1134,5619.12,-0.1957,0.842301,0.99,5.7
Kepler-1683 b,Kepler-1683,1.87477762,4.17,3.48,0.0,669.0,47.32,15.0337,0.1182,5429.0,-0.19763,0.900327,0.95,13.6
Kepler-1684 b,Kepler-1684,2.87084792,8.6,2.0,0.0,347.0,3.42,47.7055,0.2253,4706.54,-0.70657,0.666755,0.75,
Kepler-1685 b,Kepler-1685,2.57673985,7.16,2.3,0.0,625.0,36.01,20.4905,0.1485,5484.0,-0.24507,0.835451,0.96,
Kepler-1686 b,Kepler-1686,1.42553017,2.62,4.97,0.0,913.0,167.2,9.30987,0.08827,5714.96,0.14075,1.19951,1.02,4.37
Kepler-1687 b,Kepler-1687,1.65623882,3.38,4.09,0.0,598.0,30.22,5.77954,0.0532,4132.0,-0.85865,0.726119,0.65,3.73
Kepler-1688 b,Kepler-1688,1.26174569,2.13,5.83,0.0,772.0,84.01,5.62012,0.0577,4632.11,-0.636,0.746,0.814,14.0
Kepler-1689 b,Kepler-1689,0.94678642,0.799,5.17,0.0,879.0,149.3,8.483,0.0784,5731.43,-0.01555,0.996208,1.023,2.5
Kepler-169 b,Kepler-169,1.13,1.51,5.75,0.0,962.0,195.221,3.250619,0.04,4997.0,-0.49611,0.763,0.825,0.79
Kepler-169 c,Kepler-169,1.21,1.92,5.96,0.0,776.0,82.853,6.195469,0.062,4997.0,-0.49611,0.763,0.825,0.79
Kepler-169 d,Kepler-169,1.25,2.1,5.91,0.0,702.0,55.53,8.348125,0.075,4997.0,-0.49611,0.763,0.825,0.79
Kepler-169 e,Kepler-169,2.2,5.48,2.83,0.0,595.0,28.548,13.767102,0.105,4997.0,-0.49611,0.763,0.825,0.79
Kepler-169 f,Kepler-169,2.58,7.18,2.3,0.0,321.0,2.439,87.090195,0.359,4997.0,-0.49611,0.763,0.825,0.79
Kepler-1690 b,Kepler-1690,2.81109223,8.3,2.05,0.0,267.0,1.2,234.636,0.7097,5404.0,-0.24308,0.862346,0.94,8.5
Kepler-1691 b,Kepler-1691,1.83470985,4.02,3.58,0.0,1283.0,641.53,3.8482,0.0495,6000.0,0.17462,1.13152,1.11,0.61
Kepler-1692 b,Kepler-1692,1.11177184,1.42,5.68,0.0,897.0,153.48,5.95966,0.0646,5146.0,-0.32425,0.866139,0.87,6.1
Kepler-1693 b,Kepler-1693,1.28938413,2.21,5.67,0.0,807.0,100.37,12.0999,0.1011,5432.34,-0.21808,0.878295,0.95,0.8
Kepler-1693 c,Kepler-1693,0.97698289,0.894,5.27,0.0,1059.0,296.73,5.363709927,0.0588,5553.0,-0.21808,1.098,0.941,0.8
Kepler-1694 b,Kepler-1694,1.17986031,1.76,5.89,0.0,956.0,197.66,3.89526,0.0449,4954.0,-0.50811,0.756284,0.82,0.7
Kepler-1695 b,Kepler-1695,1.11948901,1.46,5.72,0.0,957.0,198.57,4.7329,0.0529,5473.19,-0.10357,0.987155,0.96,0.5
Kepler-1696 b,Kepler-1696,2.80982017,8.29,2.05,0.0,454.0,10.04,65.9409,0.3244,5712.0,0.13884,1.19811,1.02,
Kepler-1697 b,Kepler-1697,1.25954761,2.12,5.83,0.0,630.0,37.3,33.4969,0.2008,4681.53,-0.58813,0.772344,0.747,
Kepler-1698 b,Kepler-1698,1.07315686,1.25,5.56,0.0,1351.0,697.6,1.2107,0.02065,4975.03,-0.51767,0.741698,0.822,1.66
Kepler-1699 b,Kepler-1699,1.56671124,3.08,4.4,0.0,1010.0,245.65,3.49082,0.0418,5575.53,-0.339,0.725,0.81,
Kepler-17 b,Kepler-17,14.68,778.65,1.35,0.011,1570.0,1481.766,1.4857108,0.02591,5781.0,0.01164,1.01034,1.04,1.8
Kepler-170 b,Kepler-170,3.2,82.6,13.9,0.0,899.0,136.522,7.930592,0.08,5679.0,-0.05453,1.035,1.066,1.58
Kepler-170 c,Kepler-170,2.86,8.55,2.01,0.0,702.0,50.682,16.665863,0.131,5679.0,-0.05453,1.035,1.066,1.58
Kepler-1700 b,Kepler-1700,2.90129941,8.76,1.97,0.0,329.0,2.2,234.239,0.76094,6031.0,0.15405,1.0937,1.12,2.75
Kepler-1701 b,Kepler-1701,2.22186207,5.57,2.79,0.0,273.0,1.3,169.134,0.5738,5146.0,-0.35064,0.840217,0.87,1.29
Kepler-1702 b,Kepler-1702,1.60190793,3.2,4.28,0.0,555.0,22.4,18.5012,0.1275,5093.0,-0.49585,0.725742,0.85,
Kepler-1704 b,Kepler-1704,11.94877343,1322.16617312,4.07,0.92,253.8,0.342,988.88112,2.027,5746.0,0.45179,1.697,1.132,7.4
Kepler-1705 b,Kepler-1705,2.03,4.47,2.977353,0.033,789.0,91.74,9.03502,0.08,6312.0,0.35411,1.259,1.139,2.59
Kepler-1705 c,Kepler-1705,2.05,5.42,3.528714,0.028,,,11.28,,6312.0,0.35411,1.259,1.139,2.59
Kepler-1708 b,Kepler-1708,9.96,1462.0106722,,0.4,,0.561,737.1131,1.64,6157.0,0.182,1.117,1.088,3.16
Kepler-1709 b,Kepler-1709,3.12424875,9.93,1.79,0.0,472.0,11.7,65.70459747,0.32704,5918.0,0.11547,1.043,1.003,2.34
Kepler-171 b,Kepler-171,2.34,6.08,2.61,0.0,1053.0,304.178,4.166972,0.05,5642.0,-0.07917,0.839,0.978,2.4
Kepler-171 c,Kepler-171,2.56,7.08,2.32,0.0,752.0,78.905,11.463462,0.098,5642.0,-0.07917,0.839,0.978,2.4
Kepler-171 d,Kepler-171,1.89,4.23,3.44,0.0,497.0,15.103,39.595519,0.223,5642.0,-0.07917,0.839,0.978,2.4
Kepler-1710 b,Kepler-1710,3.19744103,3.49494179,1.11225,0.0,694.0,48.9,14.91110039,0.11583,5650.0,-0.14261,0.899,0.932,2.69
Kepler-1711 b,Kepler-1711,1.923,4.36,3.37,0.0,669.0,47.39,21.06080055,0.1463,5706.0,0.00966,1.034,0.94,6.6
Kepler-1712 b,Kepler-1712,2.28372556,5.83,2.69,0.0,391.0,5.52,13.81499958,0.0903,3732.0,-1.17916,0.509,0.515,1.03
Kepler-1713 b,Kepler-1713,1.71673535,3.59,3.9,0.0,900.0,144.3,18.01160049,0.14185,6477.0,0.48598,1.459,1.3,3.72
Kepler-1714 b,Kepler-1714,3.26437302,10.7,1.69,0.0,1211.0,504.3,10.27530003,0.10549,6150.0,0.76008,2.086,1.448,2.29
Kepler-1715 b,Kepler-1715,4.14042267,16.0,1.24,0.0,646.0,53.0,35.59730148,0.22429,6212.0,0.41691,1.209,1.082,3.47
Kepler-1716 b,Kepler-1716,2.4247685,6.46,2.49,0.0,408.0,6.3,35.58100128,0.18836,4894.0,-0.62363,0.684,0.753,7.9
Kepler-1717 b,Kepler-1717,2.98929758,9.21,1.89,0.0,780.0,87.69,30.65279961,0.2014,6200.0,0.59298,1.64,1.158,0.33
Kepler-1718 b,Kepler-1718,2.5685207,7.12,2.31,0.0,345.0,3.7,135.1880035,0.48418,5731.0,-0.0399,0.906,0.846,10.72
Kepler-1719 b,Kepler-1719,3.95000623,14.8,1.32,0.0,1287.0,686.9,6.149559975,0.06868,5687.0,0.52557,1.775,1.08,6.61
Kepler-172 b,Kepler-172,2.35,6.12,2.59,0.0,1256.0,639.476,2.940309,0.04,5526.0,-0.03187,1.085,1.081,2.69
Kepler-172 c,Kepler-172,2.86,8.55,2.01,0.0,970.0,227.225,6.388996,0.068,5526.0,-0.03187,1.085,1.081,2.69
Kepler-172 d,Kepler-172,2.25,5.69,2.74,0.0,736.0,75.29,14.627119,0.118,5526.0,-0.03187,1.085,1.081,2.69
Kepler-172 e,Kepler-172,2.76,8.05,2.1,0.0,550.0,23.431,35.118736,0.211,5526.0,-0.03187,1.085,1.081,2.69
Kepler-1720 b,Kepler-1720,3.21585295,10.4,1.72,0.0,697.0,55.86,12.70639992,0.1043,5573.0,-0.33619,0.839,0.939,0.5
Kepler-1721 b,Kepler-1721,3.11856756,9.9,1.79,0.0,924.0,172.6,4.592380047,0.0519,5351.0,-0.40675,0.796,0.89,0.7
Kepler-1722 b,Kepler-1722,2.86719266,8.58,2.0,0.0,753.0,76.14,9.178569794,0.0819,5506.0,-0.16963,0.788,0.876,1.4
Kepler-1723 b,Kepler-1723,2.88046569,8.65,1.99,0.0,568.0,24.54,39.75289917,0.2249,6072.0,0.03393,1.01,0.96,3.3
Kepler-1724 b,Kepler-1724,2.83677238,8.43,2.03,0.0,999.0,234.98,6.45442009,0.0683,6092.0,0.05537,0.943,1.016,0.3
Kepler-1725 b,Kepler-1725,2.8125177,8.31,2.05,0.0,767.0,84.1,16.71990013,0.13263,6020.0,0.19852,1.085,1.049,0.89
Kepler-1726 b,Kepler-1726,2.50861954,6.84,2.38,0.0,582.0,24.0,18.39629936,0.12794,5316.0,-0.36975,0.804,0.876,2.51
Kepler-1727 b,Kepler-1727,3.17321625,10.2,1.75,0.0,757.0,77.75,9.029299736,0.0796,5349.0,-0.25065,0.82,0.824,9.7
Kepler-1728 b,Kepler-1728,2.95501875,9.04,1.93,0.0,886.0,145.48,4.782999992,0.0535,5170.0,-0.41612,0.807,0.891,12.8
Kepler-1729 b,Kepler-1729,3.89404186,14.4,1.34,0.0,595.0,29.68,4.220970154,0.0418,3837.0,-0.66329,0.517,0.544,1.2
Kepler-173 b,Kepler-173,1.29,2.21,5.66,0.0,1179.0,599.495,4.263742,0.048,6031.0,0.07365,0.949,1.067,3.3
Kepler-173 c,Kepler-173,2.43,6.48,2.48,0.0,956.0,258.418,8.005777,0.074,6031.0,0.07365,0.949,1.067,3.3
Kepler-1730 b,Kepler-1730,4.48524519,18.4,1.12,0.0,833.0,113.75,13.81019974,0.1131,5942.0,0.07455,1.142,1.009,7.4
Kepler-1731 b,Kepler-1731,2.93295657,8.92,1.94,0.0,486.0,13.3,21.76129913,0.1399,4859.0,-0.59961,0.72,0.781,2.14
Kepler-1732 b,Kepler-1732,4.09903273,15.7,1.25,0.0,699.0,27.05,32.31240082,0.2015,5821.0,0.29575,1.494,1.043,2.0
